reaction_id,substrate_id,substrate_smiles_elec,substrate_smiles_nuc,plate_id,condition_id,ligand,base,solvent,yield,source,reaction_smiles,substrate_smiles,experiment_id
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2||[Na+].[OH-]||N#CC,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Na+].[OH-],N#CC,2.11,edbo_suzuki,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2.[Na+].[OH-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00010
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(P(C(C)(C)C)C(C)(C)C)(C)C||OC([O-])=O.[Na+]||N#CC,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],N#CC,3.16,edbo_suzuki,CC(P(C(C)(C)C)C(C)(C)C)(C)C.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00011
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3||OC([O-])=O.[Na+]||N#CC,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,OC([O-])=O.[Na+],N#CC,4.75,edbo_suzuki,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00012
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1||OC([O-])=O.[Na+]||N#CC,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],N#CC,2.46,edbo_suzuki,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00013
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3||OC([O-])=O.[Na+]||N#CC,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,OC([O-])=O.[Na+],N#CC,5.27,edbo_suzuki,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00014
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C||OC([O-])=O.[Na+]||N#CC,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],N#CC,1.96,edbo_suzuki,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00015
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6||OC([O-])=O.[Na+]||N#CC,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,OC([O-])=O.[Na+],N#CC,3.35,edbo_suzuki,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00016
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||OC([O-])=O.[Na+]||N#CC,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,OC([O-])=O.[Na+],N#CC,69.22,edbo_suzuki,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00017
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2]||OC([O-])=O.[Na+]||N#CC,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],OC([O-])=O.[Na+],N#CC,5.1,edbo_suzuki,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2].OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00018
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C||OC([O-])=O.[Na+]||N#CC,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,OC([O-])=O.[Na+],N#CC,83.19,edbo_suzuki,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00019
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2]||OC([O-])=O.[Na+]||N#CC,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],OC([O-])=O.[Na+],N#CC,13.68,edbo_suzuki,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2].OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00020
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2||OC([O-])=O.[Na+]||N#CC,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,OC([O-])=O.[Na+],N#CC,1.82,edbo_suzuki,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2.OC([O-])=O.[Na+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00021
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(P(C(C)(C)C)C(C)(C)C)(C)C||[Cs+].[F-]||N#CC,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[Cs+].[F-],N#CC,1.79,edbo_suzuki,CC(P(C(C)(C)C)C(C)(C)C)(C)C.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00022
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3||[Cs+].[F-]||N#CC,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[Cs+].[F-],N#CC,4.36,edbo_suzuki,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00023
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1||[Cs+].[F-]||N#CC,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Cs+].[F-],N#CC,2.71,edbo_suzuki,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00024
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3||[Cs+].[F-]||N#CC,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[Cs+].[F-],N#CC,6.49,edbo_suzuki,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00025
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C||[Cs+].[F-]||N#CC,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Cs+].[F-],N#CC,2.1,edbo_suzuki,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00026
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6||[Cs+].[F-]||N#CC,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[Cs+].[F-],N#CC,3.32,edbo_suzuki,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00027
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||[Cs+].[F-]||N#CC,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Cs+].[F-],N#CC,68.44,edbo_suzuki,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00028
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2]||[Cs+].[F-]||N#CC,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[Cs+].[F-],N#CC,5.84,edbo_suzuki,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2].[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00029
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C||[Cs+].[F-]||N#CC,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[Cs+].[F-],N#CC,73.02,edbo_suzuki,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00030
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2]||[Cs+].[F-]||N#CC,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[Cs+].[F-],N#CC,13.2,edbo_suzuki,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2].[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00031
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2||[Cs+].[F-]||N#CC,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Cs+].[F-],N#CC,2.1,edbo_suzuki,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2.[Cs+].[F-].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00032
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(P(C(C)(C)C)C(C)(C)C)(C)C||O=P([O-])([O-])[O-].[K+].[K+].[K+]||N#CC,CC(P(C(C)(C)C)C(C)(C)C)(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,3.0,edbo_suzuki,CC(P(C(C)(C)C)C(C)(C)C)(C)C.O=P([O-])([O-])[O-].[K+].[K+].[K+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00033
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3||O=P([O-])([O-])[O-].[K+].[K+].[K+]||N#CC,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,4.73,edbo_suzuki,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.O=P([O-])([O-])[O-].[K+].[K+].[K+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00034
edbo_suzuki,suz_t1,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,logical_suz_t1,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1||O=P([O-])([O-])[O-].[K+].[K+].[K+]||N#CC,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,2.58,edbo_suzuki,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1.O=P([O-])([O-])[O-].[K+].[K+].[K+].N#CC>>,ClC1=CC=C(N=CC=C2)C2=C1||CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,suz_00035
