reaction_id,experiment_id,substrate_id,substrate_smiles,plate_id,condition_id,ligand,solvent,yield,is_anchor,source,quality_flag,replicate
nib_borylation,nib_00021,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PXy3|EtOH,PXy3,EtOH,88.35,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00022,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,VPhos|EtOH,VPhos,EtOH,16.8,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00023,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,A-paPhos|MeOH,A-paPhos,MeOH,88.86,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00024,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,CX-FBu|MeOH,CX-FBu,MeOH,54.07,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00025,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,CX-PCy|MeOH,CX-PCy,MeOH,74.99,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00026,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Cy-BippyPhos|MeOH,Cy-BippyPhos,MeOH,82.92,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00027,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Cy-JohnPhos|MeOH,Cy-JohnPhos,MeOH,80.25,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00028,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Cy-PhenCar-Phos|MeOH,Cy-PhenCar-Phos,MeOH,76.65,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00029,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Cy-vBRIDP|MeOH,Cy-vBRIDP,MeOH,53.73,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00030,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Kwong|MeOH,Kwong,MeOH,81.83,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00031,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,MeO-KITPHOS|MeOH,MeO-KITPHOS,MeOH,86.58,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00032,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,MePhos|MeOH,MePhos,MeOH,42.08,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00033,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PCy3 HBF4|MeOH,PCy3 HBF4,MeOH,12.16,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00034,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Ph-DavePhos|MeOH,Ph-DavePhos,MeOH,81.79,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00035,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Ph-SPhos|MeOH,Ph-SPhos,MeOH,18.23,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00036,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,Ph-XPhos|MeOH,Ph-XPhos,MeOH,6.73,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00037,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PMe3 HBF4|MeOH,PMe3 HBF4,MeOH,0.82,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00038,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,P(o-Anis)3|MeOH,P(o-Anis)3,MeOH,30.4,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00039,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,P(p-Anis)3|MeOH,P(p-Anis)3,MeOH,88.21,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00040,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,P(p-F-Ph)3|MeOH,P(p-F-Ph)3,MeOH,87.76,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00041,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PPh2Cy|MeOH,PPh2Cy,MeOH,89.66,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00042,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PPh3|MeOH,PPh3,MeOH,17.72,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00043,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PPhtBu2|MeOH,PPhtBu2,MeOH,0.0,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00044,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,PXy3|MeOH,PXy3,MeOH,19.74,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00045,s1,CN(C)S(=O)(=O)Oc1ccc2[nH]ccc2c1,logical_s1,VPhos|MeOH,VPhos,MeOH,5.66,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00046,s2,Brc1ccccc1-c1ccccc1,logical_s2,A-paPhos|EtOH,A-paPhos,EtOH,79.28999999999999,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00047,s2,Brc1ccccc1-c1ccccc1,logical_s2,CX-FBu|EtOH,CX-FBu,EtOH,15.445,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00048,s2,Brc1ccccc1-c1ccccc1,logical_s2,CX-PCy|EtOH,CX-PCy,EtOH,54.59,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00049,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-BippyPhos|EtOH,Cy-BippyPhos,EtOH,51.53,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00050,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-JohnPhos|EtOH,Cy-JohnPhos,EtOH,45.43,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00051,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-PhenCar-Phos|EtOH,Cy-PhenCar-Phos,EtOH,42.96,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00052,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-vBRIDP|EtOH,Cy-vBRIDP,EtOH,17.955,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00053,s2,Brc1ccccc1-c1ccccc1,logical_s2,Kwong|EtOH,Kwong,EtOH,28.16,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00054,s2,Brc1ccccc1-c1ccccc1,logical_s2,MeO-KITPHOS|EtOH,MeO-KITPHOS,EtOH,21.91,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00055,s2,Brc1ccccc1-c1ccccc1,logical_s2,MePhos|EtOH,MePhos,EtOH,21.46,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00056,s2,Brc1ccccc1-c1ccccc1,logical_s2,PCy3 HBF4|EtOH,PCy3 HBF4,EtOH,6.875,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00057,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-DavePhos|EtOH,Ph-DavePhos,EtOH,55.045,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00058,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-SPhos|EtOH,Ph-SPhos,EtOH,60.475,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00059,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-XPhos|EtOH,Ph-XPhos,EtOH,26.49,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00060,s2,Brc1ccccc1-c1ccccc1,logical_s2,PMe3 HBF4|EtOH,PMe3 HBF4,EtOH,15.61,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00061,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(o-Anis)3|EtOH,P(o-Anis)3,EtOH,31.745,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00062,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(p-Anis)3|EtOH,P(p-Anis)3,EtOH,71.46000000000001,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00063,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(p-F-Ph)3|EtOH,P(p-F-Ph)3,EtOH,79.36500000000001,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00064,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPh2Cy|EtOH,PPh2Cy,EtOH,47.935,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00065,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPh3|EtOH,PPh3,EtOH,79.22,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00066,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPhtBu2|EtOH,PPhtBu2,EtOH,10.215,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00067,s2,Brc1ccccc1-c1ccccc1,logical_s2,PXy3|EtOH,PXy3,EtOH,73.02000000000001,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00068,s2,Brc1ccccc1-c1ccccc1,logical_s2,VPhos|EtOH,VPhos,EtOH,16.745,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00069,s2,Brc1ccccc1-c1ccccc1,logical_s2,A-paPhos|MeOH,A-paPhos,MeOH,48.175,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00070,s2,Brc1ccccc1-c1ccccc1,logical_s2,CX-FBu|MeOH,CX-FBu,MeOH,22.925,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00071,s2,Brc1ccccc1-c1ccccc1,logical_s2,CX-PCy|MeOH,CX-PCy,MeOH,70.33500000000001,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00072,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-BippyPhos|MeOH,Cy-BippyPhos,MeOH,73.775,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00073,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-JohnPhos|MeOH,Cy-JohnPhos,MeOH,55.42,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00074,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-PhenCar-Phos|MeOH,Cy-PhenCar-Phos,MeOH,56.34,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00075,s2,Brc1ccccc1-c1ccccc1,logical_s2,Cy-vBRIDP|MeOH,Cy-vBRIDP,MeOH,23.12,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00076,s2,Brc1ccccc1-c1ccccc1,logical_s2,Kwong|MeOH,Kwong,MeOH,52.120000000000005,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00077,s2,Brc1ccccc1-c1ccccc1,logical_s2,MeO-KITPHOS|MeOH,MeO-KITPHOS,MeOH,46.78,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00078,s2,Brc1ccccc1-c1ccccc1,logical_s2,MePhos|MeOH,MePhos,MeOH,15.305,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00079,s2,Brc1ccccc1-c1ccccc1,logical_s2,PCy3 HBF4|MeOH,PCy3 HBF4,MeOH,26.43,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00080,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-DavePhos|MeOH,Ph-DavePhos,MeOH,69.875,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00081,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-SPhos|MeOH,Ph-SPhos,MeOH,58.855,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00082,s2,Brc1ccccc1-c1ccccc1,logical_s2,Ph-XPhos|MeOH,Ph-XPhos,MeOH,13.31,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00083,s2,Brc1ccccc1-c1ccccc1,logical_s2,PMe3 HBF4|MeOH,PMe3 HBF4,MeOH,19.16,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00084,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(o-Anis)3|MeOH,P(o-Anis)3,MeOH,38.27,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00085,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(p-Anis)3|MeOH,P(p-Anis)3,MeOH,53.74,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00086,s2,Brc1ccccc1-c1ccccc1,logical_s2,P(p-F-Ph)3|MeOH,P(p-F-Ph)3,MeOH,78.965,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00087,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPh2Cy|MeOH,PPh2Cy,MeOH,42.605,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00088,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPh3|MeOH,PPh3,MeOH,68.275,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00089,s2,Brc1ccccc1-c1ccccc1,logical_s2,PPhtBu2|MeOH,PPhtBu2,MeOH,14.195,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00090,s2,Brc1ccccc1-c1ccccc1,logical_s2,PXy3|MeOH,PXy3,MeOH,59.515,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00091,s2,Brc1ccccc1-c1ccccc1,logical_s2,VPhos|MeOH,VPhos,MeOH,27.11,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00092,s3,Cc1cc(F)ccc1Cl,logical_s3,A-paPhos|EtOH,A-paPhos,EtOH,37.855,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00093,s3,Cc1cc(F)ccc1Cl,logical_s3,CX-FBu|EtOH,CX-FBu,EtOH,21.645,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00094,s3,Cc1cc(F)ccc1Cl,logical_s3,CX-PCy|EtOH,CX-PCy,EtOH,44.27,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00095,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-BippyPhos|EtOH,Cy-BippyPhos,EtOH,27.755000000000003,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00096,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-JohnPhos|EtOH,Cy-JohnPhos,EtOH,41.010000000000005,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00097,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-PhenCar-Phos|EtOH,Cy-PhenCar-Phos,EtOH,47.48,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00098,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-vBRIDP|EtOH,Cy-vBRIDP,EtOH,18.49,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00099,s3,Cc1cc(F)ccc1Cl,logical_s3,Kwong|EtOH,Kwong,EtOH,26.96,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00100,s3,Cc1cc(F)ccc1Cl,logical_s3,MeO-KITPHOS|EtOH,MeO-KITPHOS,EtOH,44.805,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00101,s3,Cc1cc(F)ccc1Cl,logical_s3,MePhos|EtOH,MePhos,EtOH,21.425,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00102,s3,Cc1cc(F)ccc1Cl,logical_s3,PCy3 HBF4|EtOH,PCy3 HBF4,EtOH,8.635,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00103,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-DavePhos|EtOH,Ph-DavePhos,EtOH,47.105,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00104,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-SPhos|EtOH,Ph-SPhos,EtOH,30.915,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00105,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-XPhos|EtOH,Ph-XPhos,EtOH,31.32,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00106,s3,Cc1cc(F)ccc1Cl,logical_s3,PMe3 HBF4|EtOH,PMe3 HBF4,EtOH,3.345,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00107,s3,Cc1cc(F)ccc1Cl,logical_s3,P(o-Anis)3|EtOH,P(o-Anis)3,EtOH,19.0,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00108,s3,Cc1cc(F)ccc1Cl,logical_s3,P(p-Anis)3|EtOH,P(p-Anis)3,EtOH,44.3,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00109,s3,Cc1cc(F)ccc1Cl,logical_s3,P(p-F-Ph)3|EtOH,P(p-F-Ph)3,EtOH,37.195,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00110,s3,Cc1cc(F)ccc1Cl,logical_s3,PPh2Cy|EtOH,PPh2Cy,EtOH,53.45,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00111,s3,Cc1cc(F)ccc1Cl,logical_s3,PPh3|EtOH,PPh3,EtOH,34.66,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00112,s3,Cc1cc(F)ccc1Cl,logical_s3,PPhtBu2|EtOH,PPhtBu2,EtOH,3.075,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00113,s3,Cc1cc(F)ccc1Cl,logical_s3,PXy3|EtOH,PXy3,EtOH,48.645,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00114,s3,Cc1cc(F)ccc1Cl,logical_s3,VPhos|EtOH,VPhos,EtOH,28.635,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00115,s3,Cc1cc(F)ccc1Cl,logical_s3,A-paPhos|MeOH,A-paPhos,MeOH,33.379999999999995,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00116,s3,Cc1cc(F)ccc1Cl,logical_s3,CX-FBu|MeOH,CX-FBu,MeOH,26.045,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00117,s3,Cc1cc(F)ccc1Cl,logical_s3,CX-PCy|MeOH,CX-PCy,MeOH,52.0,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00118,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-BippyPhos|MeOH,Cy-BippyPhos,MeOH,55.345,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00119,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-JohnPhos|MeOH,Cy-JohnPhos,MeOH,36.195,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00120,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-PhenCar-Phos|MeOH,Cy-PhenCar-Phos,MeOH,49.33,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00121,s3,Cc1cc(F)ccc1Cl,logical_s3,Cy-vBRIDP|MeOH,Cy-vBRIDP,MeOH,7.33,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00122,s3,Cc1cc(F)ccc1Cl,logical_s3,Kwong|MeOH,Kwong,MeOH,28.095,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00123,s3,Cc1cc(F)ccc1Cl,logical_s3,MeO-KITPHOS|MeOH,MeO-KITPHOS,MeOH,59.38,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00124,s3,Cc1cc(F)ccc1Cl,logical_s3,MePhos|MeOH,MePhos,MeOH,9.8,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00125,s3,Cc1cc(F)ccc1Cl,logical_s3,PCy3 HBF4|MeOH,PCy3 HBF4,MeOH,10.41,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00126,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-DavePhos|MeOH,Ph-DavePhos,MeOH,48.265,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00127,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-SPhos|MeOH,Ph-SPhos,MeOH,25.57,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00128,s3,Cc1cc(F)ccc1Cl,logical_s3,Ph-XPhos|MeOH,Ph-XPhos,MeOH,20.18,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00129,s3,Cc1cc(F)ccc1Cl,logical_s3,PMe3 HBF4|MeOH,PMe3 HBF4,MeOH,2.295,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00130,s3,Cc1cc(F)ccc1Cl,logical_s3,P(o-Anis)3|MeOH,P(o-Anis)3,MeOH,34.845,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00131,s3,Cc1cc(F)ccc1Cl,logical_s3,P(p-Anis)3|MeOH,P(p-Anis)3,MeOH,33.7,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00132,s3,Cc1cc(F)ccc1Cl,logical_s3,P(p-F-Ph)3|MeOH,P(p-F-Ph)3,MeOH,39.205,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00133,s3,Cc1cc(F)ccc1Cl,logical_s3,PPh2Cy|MeOH,PPh2Cy,MeOH,59.825,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00134,s3,Cc1cc(F)ccc1Cl,logical_s3,PPh3|MeOH,PPh3,MeOH,30.635,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00135,s3,Cc1cc(F)ccc1Cl,logical_s3,PPhtBu2|MeOH,PPhtBu2,MeOH,2.335,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00136,s3,Cc1cc(F)ccc1Cl,logical_s3,PXy3|MeOH,PXy3,MeOH,20.04,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00137,s3,Cc1cc(F)ccc1Cl,logical_s3,VPhos|MeOH,VPhos,MeOH,16.439999999999998,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00138,s4,Cc1cccc(C)c1Cl,logical_s4,A-paPhos|EtOH,A-paPhos,EtOH,0.54,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00139,s4,Cc1cccc(C)c1Cl,logical_s4,CX-FBu|EtOH,CX-FBu,EtOH,5.13,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00140,s4,Cc1cccc(C)c1Cl,logical_s4,CX-PCy|EtOH,CX-PCy,EtOH,0.41,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00141,s4,Cc1cccc(C)c1Cl,logical_s4,Cy-BippyPhos|EtOH,Cy-BippyPhos,EtOH,0.28,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00142,s4,Cc1cccc(C)c1Cl,logical_s4,Cy-JohnPhos|EtOH,Cy-JohnPhos,EtOH,0.28,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00143,s4,Cc1cccc(C)c1Cl,logical_s4,Cy-PhenCar-Phos|EtOH,Cy-PhenCar-Phos,EtOH,3.43,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00144,s4,Cc1cccc(C)c1Cl,logical_s4,Cy-vBRIDP|EtOH,Cy-vBRIDP,EtOH,0.0,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00145,s4,Cc1cccc(C)c1Cl,logical_s4,Kwong|EtOH,Kwong,EtOH,0.54,0,organometallics2022_borylation,ok,1
nib_borylation,nib_00146,s4,Cc1cccc(C)c1Cl,logical_s4,MeO-KITPHOS|EtOH,MeO-KITPHOS,EtOH,1.07,0,organometallics2022_borylation,ok,1
