reaction_id,task_id,substrate_smiles,plate_id,screen_id,condition_id,cond_str,catalyst,catalyst_2,solvent,temp_c,time_h,yield,partner_smiles
RKB-03773994,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_94f36c1396,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|t-AmOH,,Pd-132,t-AmOH,65.0,18.0,51,CI
RKB-03773995,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c3b27856cb,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|MeCN,,Pd(P(o-Tol)3)2Cl2,MeCN,65.0,18.0,50,CI
RKB-03773996,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_ba67a9e214,|Toluene,,SPhos Pd G4,Toluene,65.0,18.0,50,CI
RKB-03773997,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_14f5c30068,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|MeCN,,Pd(P(Cy)3)2Cl2,MeCN,65.0,18.0,49,CI
RKB-03773998,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_96da66f8fe,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|THF,,Pd(dppf)Cl2,THF,65.0,18.0,48,CI
RKB-03773999,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_14f5c30068,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|MeCN,,Pd(P(Cy)3)2Cl2,MeCN,65.0,18.0,47,CI
RKB-03774000,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_99aeac08ec,O1c2c(C(c3c1c(ccc3)P(c1ccccc1)c1ccccc1)(C)C)cccc2P(c1ccccc1)c1ccccc1.Cl[Pd]Cl|MeCN,,Pd(XanthPhos)Cl2,MeCN,65.0,18.0,47,CI
RKB-03774001,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_2532cb4bab,O1c2c(C(c3c1c(ccc3)P(c1ccccc1)c1ccccc1)(C)C)cccc2P(c1ccccc1)c1ccccc1.Cl[Pd]Cl|t-AmOH,,Pd(XanthPhos)Cl2,t-AmOH,65.0,18.0,46,CI
RKB-03774002,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_71e660ff6b,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|t-AmOH,,Pd(P(tBu)3)2,t-AmOH,65.0,18.0,45,CI
RKB-03774003,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_e03a6b9172,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|THF,Pd(OAc)2,Pd(OAc)2/CataCXium A,THF,65.0,18.0,45,CI
RKB-03774004,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_f7824c77b7,O1c2c(C(c3c1c(ccc3)P(c1ccccc1)c1ccccc1)(C)C)cccc2P(c1ccccc1)c1ccccc1.Cl[Pd]Cl|THF,,Pd(XanthPhos)Cl2,THF,65.0,18.0,44,CI
RKB-03774005,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_577ff4ada9,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|Toluene,Pd(OAc)2,Pd(OAc)2/CataCXium A,Toluene,65.0,18.0,43,CI
RKB-03774006,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_ad8305297d,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|THF,,Pd(P(o-Tol)3)2Cl2,THF,65.0,18.0,43,CI
RKB-03774007,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_9eca721d6f,|t-AmOH,,SPhos Pd G4,t-AmOH,65.0,18.0,42,CI
RKB-03774008,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_9eca721d6f,|t-AmOH,,SPhos Pd G4,t-AmOH,65.0,18.0,42,CI
RKB-03774009,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_1e7eb55c8b,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|t-AmOH,,Pd(dtbpf)Cl2,t-AmOH,65.0,18.0,41,CI
RKB-03774010,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_adf3bba061,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|MeCN,,Pd(dtbpf)Cl2,MeCN,65.0,18.0,38,CI
RKB-03774011,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c87657789e,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|t-AmOH,Pd(OAc)2,Pd(OAc)2/XPhos,t-AmOH,65.0,18.0,37,CI
RKB-03774012,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_ad8305297d,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|THF,,Pd(P(o-Tol)3)2Cl2,THF,65.0,18.0,35,CI
RKB-03774013,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_87611e347b,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|THF,,Pd(QPhos)2,THF,65.0,18.0,35,CI
RKB-03774014,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_3a6884c52d,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|t-AmOH,,Pd(QPhos)2,t-AmOH,65.0,18.0,34,CI
RKB-03774015,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_9eca721d6f,|t-AmOH,,SPhos Pd G4,t-AmOH,65.0,18.0,34,CI
RKB-03774016,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_9eca721d6f,|t-AmOH,,SPhos Pd G4,t-AmOH,65.0,18.0,34,CI
RKB-03774017,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4957928872,|MeCN,,SPhos Pd G4,MeCN,65.0,18.0,32,CI
RKB-03774018,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_a86e283b14,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|MeCN,Pd(OAc)2,Pd(OAc)2/XPhos,MeCN,65.0,18.0,32,CI
RKB-03774019,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4957928872,|MeCN,,SPhos Pd G4,MeCN,65.0,18.0,31,CI
RKB-03774020,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4648614000,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|MeCN,,Pd(QPhos)2,MeCN,65.0,18.0,31,CI
RKB-03774021,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_de1ab90c3c,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|t-AmOH,,Pd(P(o-Tol)3)2Cl2,t-AmOH,65.0,18.0,31,CI
RKB-03774022,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_94f36c1396,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|t-AmOH,,Pd-132,t-AmOH,65.0,18.0,30,CI
RKB-03774023,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_efdcec6f77,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|MeCN,,Pd(P(tBu)3)2,MeCN,65.0,18.0,29,CI
RKB-03774024,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_71e660ff6b,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|t-AmOH,,Pd(P(tBu)3)2,t-AmOH,65.0,18.0,29,CI
RKB-03774025,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4076342b87,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|Toluene,,Pd(P(tBu)3)2,Toluene,65.0,18.0,29,CI
RKB-03774026,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_aabcb49fef,|THF,,SPhos Pd G4,THF,65.0,18.0,28,CI
RKB-03774027,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c3b27856cb,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|MeCN,,Pd(P(o-Tol)3)2Cl2,MeCN,65.0,18.0,28,CI
RKB-03774028,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4957928872,|MeCN,,SPhos Pd G4,MeCN,65.0,18.0,27,CI
RKB-03774029,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_577ff4ada9,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|Toluene,Pd(OAc)2,Pd(OAc)2/CataCXium A,Toluene,65.0,18.0,27,CI
RKB-03774030,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_87611e347b,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|THF,,Pd(QPhos)2,THF,65.0,18.0,27,CI
RKB-03774031,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4648614000,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|MeCN,,Pd(QPhos)2,MeCN,65.0,18.0,26,CI
RKB-03774032,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_04d73ea970,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|THF,,Pd(dtbpf)Cl2,THF,65.0,18.0,24,CI
RKB-03774033,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_aabcb49fef,|THF,,SPhos Pd G4,THF,65.0,18.0,23,CI
RKB-03774034,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_96da66f8fe,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|THF,,Pd(dppf)Cl2,THF,65.0,18.0,21,CI
RKB-03774035,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_e564d7612a,[Pd].P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1|MeCN,,Pd(P(Ph)3)4),MeCN,65.0,18.0,21,CI
RKB-03774036,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_1f622dc39d,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|THF,,Pd(P(tBu)3)2,THF,65.0,18.0,20,CI
RKB-03774037,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_40534c4f12,[Pd].P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1|Toluene,,Pd(P(Ph)3)4),Toluene,65.0,18.0,19,CI
RKB-03774038,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_71e660ff6b,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|t-AmOH,,Pd(P(tBu)3)2,t-AmOH,65.0,18.0,18,CI
RKB-03774039,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c87657789e,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|t-AmOH,Pd(OAc)2,Pd(OAc)2/XPhos,t-AmOH,65.0,18.0,18,CI
RKB-03774040,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_2db771aad0,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|THF,Pd(OAc)2,Pd(OAc)2/XPhos,THF,65.0,18.0,17,CI
RKB-03774041,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_2db771aad0,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|THF,Pd(OAc)2,Pd(OAc)2/XPhos,THF,65.0,18.0,17,CI
RKB-03774042,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_32f061b282,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|Toluene,,Pd(dtbpf)Cl2,Toluene,65.0,18.0,17,CI
RKB-03774043,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_5e8279fbea,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|Toluene,,Pd-132,Toluene,65.0,18.0,15,CI
RKB-03774044,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_5e8279fbea,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|Toluene,,Pd-132,Toluene,65.0,18.0,14,CI
RKB-03774045,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_adf3bba061,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|MeCN,,Pd(dtbpf)Cl2,MeCN,65.0,18.0,14,CI
RKB-03774046,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_3196604cd9,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|MeCN,,Pd-132,MeCN,65.0,18.0,14,CI
RKB-03774047,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_4648614000,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|MeCN,,Pd(QPhos)2,MeCN,65.0,18.0,14,CI
RKB-03774048,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c87657789e,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|t-AmOH,Pd(OAc)2,Pd(OAc)2/XPhos,t-AmOH,65.0,18.0,13,CI
RKB-03774049,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_efdcec6f77,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|MeCN,,Pd(P(tBu)3)2,MeCN,65.0,18.0,12,CI
RKB-03774050,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_c3b27856cb,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|MeCN,,Pd(P(o-Tol)3)2Cl2,MeCN,65.0,18.0,12,CI
RKB-03774051,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_9e3adb389c,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|Toluene,,Pd(dppf)Cl2,Toluene,65.0,18.0,11,CI
RKB-03774052,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_32f061b282,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|Toluene,,Pd(dtbpf)Cl2,Toluene,65.0,18.0,9,CI
RKB-03774053,hit_11,c1ccc2c(c1B1OC(C(O1)(C)C)(C)C)oc(n2)C,screen_SCRN_101,SCRN_101,c_23c32c1777,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|Toluene,,Pd(P(Cy)3)2Cl2,Toluene,65.0,18.0,9,CI
